[INFO ] [2021-12-13 21:21:56,652] Pre-condition - Step 01: Open Browserfirefox' and navigate to '
[INFO ] [2021-12-13 21:22:07,389] User_01_Register - Step 01 - Click to Register Link
[INFO ] [2021-12-13 21:22:09,242] User_01_Register - Step 02 - Input to Firstname textboxAuto
[INFO ] [2021-12-13 21:22:09,439] User_01_Register - Step 03 - Input to Lastname textboxMation
[INFO ] [2021-12-13 21:22:09,583] User_01_Register - Step 04 - Input to Emailafc1163@mail.vn
[INFO ] [2021-12-13 21:22:09,739] User_01_Register - Step 05 - Input to Password123456
[INFO ] [2021-12-13 21:22:09,863] User_01_Register - Step 06 - Input to Confirm Password123456
[INFO ] [2021-12-13 21:22:10,011] User_01_Register - Step 07- Click to Register Button
[INFO ] [2021-12-13 21:22:11,589] User_01_Register - Step 08- Verify Register Success
[INFO ] [2021-12-13 21:22:11,696] User_01_Register - Step 09- Click to LogOut Link
[INFO ] [2021-12-13 21:22:14,012] User_01_Login - Step 01 - Login Link
[INFO ] [2021-12-13 21:22:14,711] User_01_Login - Step 02 - Click to Login Link
[INFO ] [2021-12-13 21:22:14,711] User_01_Login - Step 03 - Input to Email
[INFO ] [2021-12-13 21:22:14,868] User_01_Login - Step 04 - Click to Password
[INFO ] [2021-12-13 21:22:15,033] User_01_Login - Step 05 - Click to Login Link
[INFO ] [2021-12-13 21:26:12,199] Pre-condition - Step 01: Open Browserfirefox' and navigate to '
[INFO ] [2021-12-13 21:26:21,512] User_01_Register - Step 01 - Click to Register Link
[INFO ] [2021-12-13 21:26:23,279] User_01_Register - Step 02 - Input to Firstname textboxAuto
[INFO ] [2021-12-13 21:26:23,455] User_01_Register - Step 03 - Input to Lastname textboxMation
[INFO ] [2021-12-13 21:26:23,608] User_01_Register - Step 04 - Input to Emailafc2883@mail.vn
[INFO ] [2021-12-13 21:26:23,770] User_01_Register - Step 05 - Input to Password123456
[INFO ] [2021-12-13 21:26:23,938] User_01_Register - Step 06 - Input to Confirm Password123456
[INFO ] [2021-12-13 21:26:24,107] User_01_Register - Step 07- Click to Register Button
[INFO ] [2021-12-13 21:26:25,853] User_01_Register - Step 08- Verify Register Success
[INFO ] [2021-12-13 21:26:25,979] User_01_Register - Step 09- Click to LogOut Link
[INFO ] [2021-12-13 21:26:28,290] User_01_Login - Step 01 - Login Link
[INFO ] [2021-12-13 21:26:30,277] User_01_Login - Step 02 - Click to Login Link
[INFO ] [2021-12-13 21:26:30,277] User_01_Login - Step 03 - Input to Email
[INFO ] [2021-12-13 21:26:30,446] User_01_Login - Step 04 - Click to Password
[INFO ] [2021-12-13 21:26:30,594] User_01_Login - Step 05 - Click to Login Link
[INFO ] [2021-12-13 21:43:42,226] Pre-condition - Step 01: Open Browserfirefox' and navigate to '
[INFO ] [2021-12-13 21:43:52,690] User_01_Register - Step 01 - Click to Register Link
[INFO ] [2021-12-13 21:43:54,615] User_01_Register - Step 02 - Input to Firstname textboxAuto
[INFO ] [2021-12-13 21:43:54,820] User_01_Register - Step 03 - Input to Lastname textboxMation
[INFO ] [2021-12-13 21:43:54,989] User_01_Register - Step 04 - Input to Emailafc7554@mail.vn
[INFO ] [2021-12-13 21:43:55,139] User_01_Register - Step 05 - Input to Password123456
[INFO ] [2021-12-13 21:43:55,298] User_01_Register - Step 06 - Input to Confirm Password123456
[INFO ] [2021-12-13 21:43:55,460] User_01_Register - Step 07- Click to Register Button
[INFO ] [2021-12-13 21:43:57,073] User_01_Register - Step 08- Verify Register Success
[INFO ] [2021-12-13 21:43:57,180] User_01_Register - Step 09- Click to LogOut Link
[INFO ] [2021-12-13 21:43:58,746] User_01_Login - Step 01 - Login Link
[INFO ] [2021-12-13 21:44:00,060] User_01_Login - Step 02 - Click to Login Link
[INFO ] [2021-12-13 21:44:00,060] User_01_Login - Step 03 - Input to Email
[INFO ] [2021-12-13 21:44:00,244] User_01_Login - Step 04 - Click to Password
[INFO ] [2021-12-13 21:44:00,383] User_01_Login - Step 05 - Click to Login Link
[INFO ] [2021-12-14 09:43:23,748] Pre-condition - Step 01: Open Browserfirefox' and navigate to '
[INFO ] [2021-12-14 09:43:35,249] User_01_Register - Step 01 - Click to Register Link
[INFO ] [2021-12-14 09:43:36,927] User_01_Register - Step 02 - Input to Firstname textboxAuto
[INFO ] [2021-12-14 09:43:37,088] User_01_Register - Step 03 - Input to Lastname textboxMation
[INFO ] [2021-12-14 09:43:37,195] User_01_Register - Step 04 - Input to Emailafc4310@mail.vn
[INFO ] [2021-12-14 09:43:37,283] User_01_Register - Step 05 - Input to Password123456
